idcar_nat,Canton,Code_INSEE,Departement
CRS3035RES1000mN2896000E3823000,Ferté-sous-Jouarre,77006,77
CRS3035RES1000mN2896000E3848000,Essômes-sur-Marne,02004,02
CRS3035RES1000mN2896000E3948000,Argonne Suippe et Vesle,51001,51
CRS3035RES1000mN2896000E3949000,Argonne Suippe et Vesle,51001,51
CRS3035RES1000mN2896000E4008000,Étain,55009,55
CRS3035RES1000mN2896000E4009000,Étain,55009,55
CRS3035RES1000mN2896000E4010000,Étain,55009,55
CRS3035RES1000mN2896000E4038000,Montigny-lès-Metz,57015,57
CRS3035RES1000mN2896000E4039000,Montigny-lès-Metz,57015,57
CRS3035RES1000mN2896000E4040000,Montigny-lès-Metz,57015,57
CRS3035RES1000mN2896000E4041000,Metz-1,57011,57
CRS3035RES1000mN2896000E4042000,Metz-1,57011,57
CRS3035RES1000mN2896000E4044000,Metz-2,57012,57
CRS3035RES1000mN2896000E4045000,Metz-2,57012,57
CRS3035RES1000mN2896000E4048000,Pays Messin,57016,57
CRS3035RES1000mN2896000E4049000,Pays Messin,57016,57
CRS3035RES1000mN2896000E4065000,Boulay-Moselle,57003,57
CRS3035RES1000mN2896000E4071000,Faulquemont,57007,57
CRS3035RES1000mN2896000E4072000,Faulquemont,57007,57
CRS3035RES1000mN2896000E4080000,Saint-Avold,57019,57
CRS3035RES1000mN2896000E4086000,Freyming-Merlebach,57009,57
CRS3035RES1000mN2896000E4087000,Freyming-Merlebach,57009,57
CRS3035RES1000mN2896000E4088000,Freyming-Merlebach,57009,57
CRS3035RES1000mN2896000E4089000,Freyming-Merlebach,57009,57
CRS3035RES1000mN2896000E4090000,Freyming-Merlebach,57009,57
CRS3035RES1000mN2896000E4091000,Forbach,57008,57
CRS3035RES1000mN2896000E4102000,Sarreguemines,57022,57
CRS3035RES1000mN2896000E4136000,Bitche,57002,57
CRS3035RES1000mN2896000E4137000,Bitche,57002,57
CRS3035RES1000mN2897000E3250000,Crozon,29009,29
CRS3035RES1000mN2897000E3251000,Crozon,29009,29
CRS3035RES1000mN2897000E3252000,Crozon,29009,29
CRS3035RES1000mN2897000E3253000,Crozon,29009,29
CRS3035RES1000mN2897000E3374000,Plélo,22015,22
CRS3035RES1000mN2897000E3375000,Plélo,22015,22
CRS3035RES1000mN2897000E3376000,Plélo,22015,22
CRS3035RES1000mN2897000E3377000,Ploufragan,22021,22
CRS3035RES1000mN2897000E3380000,Ploufragan,22021,22
CRS3035RES1000mN2897000E3381000,Ploufragan,22021,22
CRS3035RES1000mN2897000E3382000,Ploufragan,22021,22
CRS3035RES1000mN2897000E3383000,Ploufragan,22021,22
CRS3035RES1000mN2897000E3384000,Ploufragan,22021,22
CRS3035RES1000mN2897000E3385000,Trégueux,22026,22
CRS3035RES1000mN2897000E3386000,Trégueux,22026,22
CRS3035RES1000mN2897000E3387000,Trégueux,22026,22
CRS3035RES1000mN2897000E3392000,Trégueux,22026,22
CRS3035RES1000mN2897000E3393000,Lamballe,22006,22
CRS3035RES1000mN2897000E3420000,Plancoët,22014,22
CRS3035RES1000mN2897000E3421000,Plancoët,22014,22
CRS3035RES1000mN2897000E3422000,Plancoët,22014,22
CRS3035RES1000mN2897000E3423000,Plancoët,22014,22
CRS3035RES1000mN2897000E3432000,Pleslin-Trigavou,22019,22
CRS3035RES1000mN2897000E3433000,Pleslin-Trigavou,22019,22
CRS3035RES1000mN2897000E3434000,Pleslin-Trigavou,22019,22
CRS3035RES1000mN2897000E3435000,Pleslin-Trigavou,22019,22
CRS3035RES1000mN2897000E3436000,Pleslin-Trigavou,22019,22
CRS3035RES1000mN2897000E3437000,Pleslin-Trigavou,22019,22
CRS3035RES1000mN2897000E3438000,Pleslin-Trigavou,22019,22
CRS3035RES1000mN2897000E3439000,Pleslin-Trigavou,22019,22
CRS3035RES1000mN2897000E3440000,,,na
CRS3035RES1000mN2897000E3450000,Dol-de-Bretagne,35007,35
CRS3035RES1000mN2897000E3451000,Dol-de-Bretagne,35007,35
CRS3035RES1000mN2897000E3490000,Pontorson,50019,50
CRS3035RES1000mN2897000E3491000,Pontorson,50019,50
CRS3035RES1000mN2897000E3492000,Pontorson,50019,50
CRS3035RES1000mN2897000E3493000,Pontorson,50019,50
CRS3035RES1000mN2897000E3494000,Pontorson,50019,50
CRS3035RES1000mN2897000E3495000,Pontorson,50019,50
CRS3035RES1000mN2897000E3500000,Isigny-le-Buat,50015,50
CRS3035RES1000mN2897000E3501000,Isigny-le-Buat,50015,50
CRS3035RES1000mN2897000E3516000,Mortainais,50016,50
CRS3035RES1000mN2897000E3517000,Mortainais,50016,50
CRS3035RES1000mN2897000E3540000,Domfront,61011,61
CRS3035RES1000mN2897000E3541000,Flers-1,61013,61
CRS3035RES1000mN2897000E3586000,Argentan-1,61004,61
CRS3035RES1000mN2897000E3652000,Breteuil,27006,27
CRS3035RES1000mN2897000E3653000,Breteuil,27006,27
CRS3035RES1000mN2897000E3682000,Saint-André-de-l'Eure,27020,27
CRS3035RES1000mN2897000E3683000,Saint-André-de-l'Eure,27020,27
CRS3035RES1000mN2897000E3690000,Saint-André-de-l'Eure,27020,27
CRS3035RES1000mN2897000E3691000,Saint-André-de-l'Eure,27020,27
CRS3035RES1000mN2897000E3692000,Anet,28001,28
CRS3035RES1000mN2897000E3693000,Anet,28001,28
CRS3035RES1000mN2897000E3694000,Anet,28001,28
CRS3035RES1000mN2897000E3695000,Anet,28001,28
CRS3035RES1000mN2897000E3714000,Bonnières-sur-Seine,78002,78
CRS3035RES1000mN2897000E3715000,Bonnières-sur-Seine,78002,78
CRS3035RES1000mN2897000E3738000,Saint-Germain-en-Laye,78016,78
CRS3035RES1000mN2897000E3739000,Saint-Germain-en-Laye,78016,78
CRS3035RES1000mN2897000E3741000,Saint-Germain-en-Laye,78016,78
CRS3035RES1000mN2897000E3743000,Saint-Germain-en-Laye,78016,78
CRS3035RES1000mN2897000E3744000,Houilles,78006,78
CRS3035RES1000mN2897000E3745000,Houilles,78006,78
CRS3035RES1000mN2897000E3746000,Houilles,78006,78
CRS3035RES1000mN2897000E3747000,Houilles,78006,78
CRS3035RES1000mN2897000E3748000,Houilles,78006,78
CRS3035RES1000mN2897000E3752000,Colombes-1,92010,92
CRS3035RES1000mN2897000E3757000,Gennevilliers,92014,92
CRS3035RES1000mN2897000E3758000,Gennevilliers,92014,92
CRS3035RES1000mN2897000E3759000,Gennevilliers,92014,92
CRS3035RES1000mN2897000E3760000,Saint-Denis-1,93016,93
CRS3035RES1000mN2897000E3761000,Saint-Denis-1,93016,93
CRS3035RES1000mN2897000E3762000,Saint-Denis-2,93017,93
CRS3035RES1000mN2897000E3763000,Courneuve,93007,93
CRS3035RES1000mN2897000E3764000,Courneuve,93007,93
CRS3035RES1000mN2897000E3765000,Courneuve,93007,93
CRS3035RES1000mN2897000E3766000,Courneuve,93007,93
CRS3035RES1000mN2897000E3767000,Courneuve,93007,93
CRS3035RES1000mN2897000E3768000,Drancy,93008,93
CRS3035RES1000mN2897000E3770000,Blanc-Mesnil,93004,93
CRS3035RES1000mN2897000E3772000,Aulnay-sous-Bois,93002,93
CRS3035RES1000mN2897000E3773000,Sevran,93019,93
CRS3035RES1000mN2897000E3775000,Sevran,93019,93
CRS3035RES1000mN2897000E3776000,Sevran,93019,93
CRS3035RES1000mN2897000E3777000,Tremblay-en-France,93020,93
CRS3035RES1000mN2897000E3778000,Tremblay-en-France,93020,93
CRS3035RES1000mN2897000E3781000,Villeparisis,77023,77
CRS3035RES1000mN2897000E3784000,Claye-Souilly,77003,77
CRS3035RES1000mN2897000E3785000,Claye-Souilly,77003,77
CRS3035RES1000mN2897000E3800000,Meaux,77010,77
CRS3035RES1000mN2897000E3801000,Meaux,77010,77
CRS3035RES1000mN2897000E3802000,Meaux,77010,77
CRS3035RES1000mN2897000E3803000,Ferté-sous-Jouarre,77006,77
CRS3035RES1000mN2897000E3804000,Ferté-sous-Jouarre,77006,77
CRS3035RES1000mN2897000E3805000,Ferté-sous-Jouarre,77006,77
CRS3035RES1000mN2897000E3822000,Ferté-sous-Jouarre,77006,77
CRS3035RES1000mN2897000E3823000,Ferté-sous-Jouarre,77006,77
CRS3035RES1000mN2897000E3849000,Essômes-sur-Marne,02004,02
CRS3035RES1000mN2897000E3895000,Châlons-en-Champagne-2,51004,51
CRS3035RES1000mN2897000E3948000,Argonne Suippe et Vesle,51001,51
CRS3035RES1000mN2897000E4019000,Jarny,54004,54
CRS3035RES1000mN2897000E4038000,Montigny-lès-Metz,57015,57
CRS3035RES1000mN2897000E4039000,Montigny-lès-Metz,57015,57
CRS3035RES1000mN2897000E4040000,Metz-1,57011,57
CRS3035RES1000mN2897000E4041000,Metz-1,57011,57
CRS3035RES1000mN2897000E4042000,Metz-1,57011,57
CRS3035RES1000mN2897000E4043000,Pays Messin,57016,57
CRS3035RES1000mN2897000E4044000,Metz-2,57012,57
CRS3035RES1000mN2897000E4045000,Metz-2,57012,57
CRS3035RES1000mN2897000E4048000,Pays Messin,57016,57
CRS3035RES1000mN2897000E4049000,Pays Messin,57016,57
CRS3035RES1000mN2897000E4056000,Pays Messin,57016,57
CRS3035RES1000mN2897000E4057000,Pays Messin,57016,57
CRS3035RES1000mN2897000E4058000,Pays Messin,57016,57
CRS3035RES1000mN2897000E4061000,Boulay-Moselle,57003,57
CRS3035RES1000mN2897000E4073000,Faulquemont,57007,57
CRS3035RES1000mN2897000E4086000,Freyming-Merlebach,57009,57
CRS3035RES1000mN2897000E4087000,Freyming-Merlebach,57009,57
CRS3035RES1000mN2897000E4088000,Freyming-Merlebach,57009,57
CRS3035RES1000mN2897000E4089000,Freyming-Merlebach,57009,57
CRS3035RES1000mN2897000E4090000,Freyming-Merlebach,57009,57
CRS3035RES1000mN2897000E4091000,Forbach,57008,57
CRS3035RES1000mN2897000E4102000,Sarreguemines,57022,57
CRS3035RES1000mN2897000E4103000,Sarreguemines,57022,57
CRS3035RES1000mN2897000E4133000,Bitche,57002,57
CRS3035RES1000mN2898000E3308000,Carhaix-Plouguer,29007,29
CRS3035RES1000mN2898000E3309000,Carhaix-Plouguer,29007,29
CRS3035RES1000mN2898000E3378000,Ploufragan,22021,22
CRS3035RES1000mN2898000E3379000,Ploufragan,22021,22
CRS3035RES1000mN2898000E3380000,Ploufragan,22021,22
CRS3035RES1000mN2898000E3381000,Ploufragan,22021,22
CRS3035RES1000mN2898000E3382000,Ploufragan,22021,22
CRS3035RES1000mN2898000E3383000,Trégueux,22026,22
CRS3035RES1000mN2898000E3384000,Trégueux,22026,22
CRS3035RES1000mN2898000E3385000,Trégueux,22026,22
CRS3035RES1000mN2898000E3388000,Trégueux,22026,22
CRS3035RES1000mN2898000E3389000,Trégueux,22026,22
CRS3035RES1000mN2898000E3390000,Trégueux,22026,22
CRS3035RES1000mN2898000E3391000,Trégueux,22026,22
CRS3035RES1000mN2898000E3396000,Lamballe,22006,22
CRS3035RES1000mN2898000E3397000,Lamballe,22006,22
CRS3035RES1000mN2898000E3418000,Plancoët,22014,22
CRS3035RES1000mN2898000E3419000,Plancoët,22014,22
CRS3035RES1000mN2898000E3422000,Plancoët,22014,22
CRS3035RES1000mN2898000E3423000,Plancoët,22014,22
CRS3035RES1000mN2898000E3424000,Plancoët,22014,22
CRS3035RES1000mN2898000E3425000,Plancoët,22014,22
CRS3035RES1000mN2898000E3436000,Pleslin-Trigavou,22019,22
CRS3035RES1000mN2898000E3437000,Pleslin-Trigavou,22019,22
CRS3035RES1000mN2898000E3449000,Dol-de-Bretagne,35007,35
CRS3035RES1000mN2898000E3454000,Dol-de-Bretagne,35007,35
CRS3035RES1000mN2898000E3455000,Dol-de-Bretagne,35007,35
CRS3035RES1000mN2898000E3456000,Dol-de-Bretagne,35007,35
CRS3035RES1000mN2898000E3457000,Dol-de-Bretagne,35007,35
CRS3035RES1000mN2898000E3458000,Dol-de-Bretagne,35007,35
CRS3035RES1000mN2898000E3459000,Dol-de-Bretagne,35007,35
CRS3035RES1000mN2898000E3488000,Pontorson,50019,50
CRS3035RES1000mN2898000E3489000,Pontorson,50019,50
CRS3035RES1000mN2898000E3490000,Pontorson,50019,50
CRS3035RES1000mN2898000E3491000,Pontorson,50019,50
CRS3035RES1000mN2898000E3492000,Pontorson,50019,50
CRS3035RES1000mN2898000E3493000,Pontorson,50019,50
CRS3035RES1000mN2898000E3500000,Isigny-le-Buat,50015,50
CRS3035RES1000mN2898000E3501000,Isigny-le-Buat,50015,50
CRS3035RES1000mN2898000E3544000,Flers-1,61013,61
CRS3035RES1000mN2898000E3545000,Flers-1,61013,61
CRS3035RES1000mN2898000E3586000,Argentan-2,61005,61
CRS3035RES1000mN2898000E3587000,Argentan-2,61005,61
CRS3035RES1000mN2898000E3632000,Rai,61018,61
CRS3035RES1000mN2898000E3640000,Breteuil,27006,27
CRS3035RES1000mN2898000E3641000,Breteuil,27006,27
CRS3035RES1000mN2898000E3677000,Saint-André-de-l'Eure,27020,27
CRS3035RES1000mN2898000E3680000,Saint-André-de-l'Eure,27020,27
CRS3035RES1000mN2898000E3683000,Saint-André-de-l'Eure,27020,27
CRS3035RES1000mN2898000E3686000,Saint-André-de-l'Eure,27020,27
CRS3035RES1000mN2898000E3687000,Saint-André-de-l'Eure,27020,27
CRS3035RES1000mN2898000E3691000,Saint-André-de-l'Eure,27020,27
CRS3035RES1000mN2898000E3696000,Anet,28001,28
CRS3035RES1000mN2898000E3697000,Anet,28001,28
CRS3035RES1000mN2898000E3710000,Bonnières-sur-Seine,78002,78
CRS3035RES1000mN2898000E3711000,Bonnières-sur-Seine,78002,78
CRS3035RES1000mN2898000E3712000,Bonnières-sur-Seine,78002,78
CRS3035RES1000mN2898000E3713000,Bonnières-sur-Seine,78002,78
CRS3035RES1000mN2898000E3724000,Aubergenville,78001,78
CRS3035RES1000mN2898000E3725000,Aubergenville,78001,78
CRS3035RES1000mN2898000E3729000,Verneuil-sur-Seine,78019,78
CRS3035RES1000mN2898000E3736000,Poissy,78013,78
CRS3035RES1000mN2898000E3737000,Poissy,78013,78
CRS3035RES1000mN2898000E3738000,Saint-Germain-en-Laye,78016,78
CRS3035RES1000mN2898000E3743000,Saint-Germain-en-Laye,78016,78
CRS3035RES1000mN2898000E3744000,Sartrouville,78017,78
CRS3035RES1000mN2898000E3745000,Houilles,78006,78
CRS3035RES1000mN2898000E3746000,Houilles,78006,78
CRS3035RES1000mN2898000E3747000,Sartrouville,78017,78
CRS3035RES1000mN2898000E3751000,Argenteuil-3,95003,95
CRS3035RES1000mN2898000E3752000,Argenteuil-3,95003,95
CRS3035RES1000mN2898000E3753000,Colombes-1,92010,92
CRS3035RES1000mN2898000E3758000,Gennevilliers,92014,92
CRS3035RES1000mN2898000E3759000,Gennevilliers,92014,92
CRS3035RES1000mN2898000E3760000,Saint-Ouen,93018,93
CRS3035RES1000mN2898000E3761000,Saint-Denis-1,93016,93
CRS3035RES1000mN2898000E3762000,Saint-Denis-2,93017,93
CRS3035RES1000mN2898000E3766000,Courneuve,93007,93
CRS3035RES1000mN2898000E3767000,Courneuve,93007,93
CRS3035RES1000mN2898000E3768000,Blanc-Mesnil,93004,93
CRS3035RES1000mN2898000E3769000,Blanc-Mesnil,93004,93
CRS3035RES1000mN2898000E3772000,Aulnay-sous-Bois,93002,93
CRS3035RES1000mN2898000E3773000,Aulnay-sous-Bois,93002,93
CRS3035RES1000mN2898000E3774000,Sevran,93019,93
CRS3035RES1000mN2898000E3775000,Sevran,93019,93
CRS3035RES1000mN2898000E3778000,Tremblay-en-France,93020,93
CRS3035RES1000mN2898000E3780000,Mitry-Mory,77012,77
CRS3035RES1000mN2898000E3781000,Mitry-Mory,77012,77
CRS3035RES1000mN2898000E3787000,Claye-Souilly,77003,77
CRS3035RES1000mN2898000E3797000,Claye-Souilly,77003,77
CRS3035RES1000mN2898000E3800000,Meaux,77010,77
CRS3035RES1000mN2898000E3801000,Meaux,77010,77
CRS3035RES1000mN2898000E3838000,Essômes-sur-Marne,02004,02
CRS3035RES1000mN2898000E3878000,Épernay-2,51008,51
CRS3035RES1000mN2898000E3880000,Épernay-2,51008,51
CRS3035RES1000mN2898000E3881000,Épernay-1,51007,51
CRS3035RES1000mN2898000E3885000,Épernay-1,51007,51
CRS3035RES1000mN2898000E3890000,Épernay-1,51007,51
CRS3035RES1000mN2898000E3891000,Épernay-1,51007,51
CRS3035RES1000mN2898000E3892000,Épernay-1,51007,51
CRS3035RES1000mN2898000E3895000,Châlons-en-Champagne-2,51004,51
CRS3035RES1000mN2898000E3948000,Argonne Suippe et Vesle,51001,51
CRS3035RES1000mN2898000E3996000,Étain,55009,55
CRS3035RES1000mN2898000E3997000,Étain,55009,55
CRS3035RES1000mN2898000E3999000,Étain,55009,55
CRS3035RES1000mN2898000E4008000,Étain,55009,55
CRS3035RES1000mN2898000E4037000,Montigny-lès-Metz,57015,57
CRS3035RES1000mN2898000E4038000,Montigny-lès-Metz,57015,57
CRS3035RES1000mN2898000E4039000,Metz-1,57011,57
CRS3035RES1000mN2898000E4041000,Metz-1,57011,57
CRS3035RES1000mN2898000E4044000,Pays Messin,57016,57
CRS3035RES1000mN2898000E4045000,Pays Messin,57016,57
CRS3035RES1000mN2898000E4048000,Pays Messin,57016,57
CRS3035RES1000mN2898000E4049000,Pays Messin,57016,57
CRS3035RES1000mN2898000E4059000,Boulay-Moselle,57003,57
CRS3035RES1000mN2898000E4071000,Boulay-Moselle,57003,57
CRS3035RES1000mN2898000E4076000,Saint-Avold,57019,57
CRS3035RES1000mN2898000E4077000,Saint-Avold,57019,57
CRS3035RES1000mN2898000E4082000,Saint-Avold,57019,57
CRS3035RES1000mN2898000E4083000,Saint-Avold,57019,57
CRS3035RES1000mN2898000E4084000,Saint-Avold,57019,57
CRS3035RES1000mN2898000E4085000,Saint-Avold,57019,57
CRS3035RES1000mN2898000E4088000,Freyming-Merlebach,57009,57
CRS3035RES1000mN2898000E4089000,,,na
CRS3035RES1000mN2898000E4096000,Stiring-Wendel,57025,57
CRS3035RES1000mN2898000E4098000,Stiring-Wendel,57025,57
CRS3035RES1000mN2898000E4099000,Stiring-Wendel,57025,57
CRS3035RES1000mN2898000E4132000,Bitche,57002,57
CRS3035RES1000mN2898000E4133000,Bitche,57002,57
CRS3035RES1000mN2898000E4134000,,,na
CRS3035RES1000mN2899000E3308000,Carhaix-Plouguer,29007,29
CRS3035RES1000mN2899000E3309000,Carhaix-Plouguer,29007,29
CRS3035RES1000mN2899000E3378000,Ploufragan,22021,22
CRS3035RES1000mN2899000E3379000,Ploufragan,22021,22
CRS3035RES1000mN2899000E3380000,Ploufragan,22021,22
CRS3035RES1000mN2899000E3381000,Trégueux,22026,22
CRS3035RES1000mN2899000E3382000,Trégueux,22026,22
CRS3035RES1000mN2899000E3383000,Trégueux,22026,22
CRS3035RES1000mN2899000E3384000,Trégueux,22026,22
CRS3035RES1000mN2899000E3385000,Trégueux,22026,22
CRS3035RES1000mN2899000E3388000,Trégueux,22026,22
CRS3035RES1000mN2899000E3389000,Trégueux,22026,22
CRS3035RES1000mN2899000E3390000,Trégueux,22026,22
CRS3035RES1000mN2899000E3391000,Trégueux,22026,22
CRS3035RES1000mN2899000E3396000,Lamballe,22006,22
CRS3035RES1000mN2899000E3397000,Lamballe,22006,22
CRS3035RES1000mN2899000E3418000,Plancoët,22014,22
CRS3035RES1000mN2899000E3419000,Plancoët,22014,22
CRS3035RES1000mN2899000E3422000,Plancoët,22014,22
CRS3035RES1000mN2899000E3423000,Plancoët,22014,22
CRS3035RES1000mN2899000E3424000,Plancoët,22014,22
CRS3035RES1000mN2899000E3425000,Plancoët,22014,22
CRS3035RES1000mN2899000E3436000,Pleslin-Trigavou,22019,22
CRS3035RES1000mN2899000E3437000,Saint-Malo-2,35026,35
CRS3035RES1000mN2899000E3446000,Dol-de-Bretagne,35007,35
CRS3035RES1000mN2899000E3447000,Dol-de-Bretagne,35007,35
CRS3035RES1000mN2899000E3448000,Dol-de-Bretagne,35007,35
CRS3035RES1000mN2899000E3449000,Dol-de-Bretagne,35007,35
CRS3035RES1000mN2899000E3454000,Dol-de-Bretagne,35007,35
CRS3035RES1000mN2899000E3455000,Dol-de-Bretagne,35007,35
CRS3035RES1000mN2899000E3456000,Dol-de-Bretagne,35007,35
CRS3035RES1000mN2899000E3457000,Dol-de-Bretagne,35007,35
CRS3035RES1000mN2899000E3459000,Dol-de-Bretagne,35007,35
CRS3035RES1000mN2899000E3488000,Pontorson,50019,50
CRS3035RES1000mN2899000E3489000,Pontorson,50019,50
CRS3035RES1000mN2899000E3490000,Pontorson,50019,50
CRS3035RES1000mN2899000E3491000,Pontorson,50019,50
CRS3035RES1000mN2899000E3492000,Pontorson,50019,50
CRS3035RES1000mN2899000E3493000,Pontorson,50019,50
CRS3035RES1000mN2899000E3500000,Isigny-le-Buat,50015,50
CRS3035RES1000mN2899000E3501000,Isigny-le-Buat,50015,50
CRS3035RES1000mN2899000E3544000,Flers-1,61013,61
CRS3035RES1000mN2899000E3545000,Flers-1,61013,61
CRS3035RES1000mN2899000E3586000,Argentan-1,61004,61
CRS3035RES1000mN2899000E3587000,Argentan-2,61005,61
CRS3035RES1000mN2899000E3632000,Rai,61018,61
CRS3035RES1000mN2899000E3633000,Rai,61018,61
CRS3035RES1000mN2899000E3640000,Breteuil,27006,27
CRS3035RES1000mN2899000E3641000,Breteuil,27006,27
CRS3035RES1000mN2899000E3680000,Saint-André-de-l'Eure,27020,27
CRS3035RES1000mN2899000E3682000,Saint-André-de-l'Eure,27020,27
CRS3035RES1000mN2899000E3683000,Saint-André-de-l'Eure,27020,27
CRS3035RES1000mN2899000E3696000,Anet,28001,28
CRS3035RES1000mN2899000E3697000,Anet,28001,28
CRS3035RES1000mN2899000E3707000,Bonnières-sur-Seine,78002,78
CRS3035RES1000mN2899000E3710000,Bonnières-sur-Seine,78002,78
CRS3035RES1000mN2899000E3711000,Bonnières-sur-Seine,78002,78
CRS3035RES1000mN2899000E3712000,Bonnières-sur-Seine,78002,78
CRS3035RES1000mN2899000E3724000,Aubergenville,78001,78
CRS3035RES1000mN2899000E3725000,Aubergenville,78001,78
CRS3035RES1000mN2899000E3729000,Verneuil-sur-Seine,78019,78
CRS3035RES1000mN2899000E3736000,Verneuil-sur-Seine,78019,78
CRS3035RES1000mN2899000E3737000,Poissy,78013,78
CRS3035RES1000mN2899000E3738000,Poissy,78013,78
CRS3035RES1000mN2899000E3744000,Saint-Germain-en-Laye,78016,78
CRS3035RES1000mN2899000E3745000,Sartrouville,78017,78
CRS3035RES1000mN2899000E3746000,Houilles,78006,78
CRS3035RES1000mN2899000E3758000,Gennevilliers,92014,92
CRS3035RES1000mN2899000E3759000,Gennevilliers,92014,92
CRS3035RES1000mN2899000E3760000,Épinay-sur-Seine,93009,93
CRS3035RES1000mN2899000E3761000,Épinay-sur-Seine,93009,93
CRS3035RES1000mN2899000E3762000,Épinay-sur-Seine,93009,93
CRS3035RES1000mN2899000E3763000,Saint-Denis-2,93017,93
CRS3035RES1000mN2899000E3766000,Courneuve,93007,93
CRS3035RES1000mN2899000E3768000,Courneuve,93007,93
CRS3035RES1000mN2899000E3772000,Aulnay-sous-Bois,93002,93
CRS3035RES1000mN2899000E3773000,Aulnay-sous-Bois,93002,93
CRS3035RES1000mN2899000E3774000,Sevran,93019,93
CRS3035RES1000mN2899000E3775000,Sevran,93019,93
CRS3035RES1000mN2899000E3776000,Sevran,93019,93
CRS3035RES1000mN2899000E3777000,Tremblay-en-France,93020,93
CRS3035RES1000mN2899000E3778000,Mitry-Mory,77012,77
CRS3035RES1000mN2899000E3779000,Mitry-Mory,77012,77
CRS3035RES1000mN2899000E3780000,Mitry-Mory,77012,77
CRS3035RES1000mN2899000E3783000,Mitry-Mory,77012,77
CRS3035RES1000mN2899000E3787000,Claye-Souilly,77003,77
CRS3035RES1000mN2899000E3797000,Claye-Souilly,77003,77
CRS3035RES1000mN2899000E3800000,Claye-Souilly,77003,77
CRS3035RES1000mN2899000E3806000,Ferté-sous-Jouarre,77006,77
CRS3035RES1000mN2899000E3807000,Ferté-sous-Jouarre,77006,77
CRS3035RES1000mN2899000E3826000,Essômes-sur-Marne,02004,02
CRS3035RES1000mN2899000E3838000,Essômes-sur-Marne,02004,02
CRS3035RES1000mN2899000E3839000,Essômes-sur-Marne,02004,02
CRS3035RES1000mN2899000E3878000,Épernay-2,51008,51
CRS3035RES1000mN2899000E3879000,Épernay-2,51008,51
CRS3035RES1000mN2899000E3880000,Épernay-1,51007,51
CRS3035RES1000mN2899000E3881000,Épernay-1,51007,51
CRS3035RES1000mN2899000E3882000,Épernay-1,51007,51
CRS3035RES1000mN2899000E3883000,Épernay-1,51007,51
CRS3035RES1000mN2899000E3884000,Épernay-1,51007,51
CRS3035RES1000mN2899000E3885000,Épernay-1,51007,51
CRS3035RES1000mN2899000E3890000,Épernay-1,51007,51
CRS3035RES1000mN2899000E3891000,Épernay-1,51007,51
CRS3035RES1000mN2899000E3943000,Argonne Suippe et Vesle,51001,51
CRS3035RES1000mN2899000E3948000,Argonne Suippe et Vesle,51001,51
CRS3035RES1000mN2899000E3949000,Argonne Suippe et Vesle,51001,51
CRS3035RES1000mN2899000E3996000,Étain,55009,55
CRS3035RES1000mN2899000E3997000,Étain,55009,55
CRS3035RES1000mN2899000E4009000,Étain,55009,55
CRS3035RES1000mN2899000E4037000,Coteaux de Moselle,57005,57
CRS3035RES1000mN2899000E4038000,Coteaux de Moselle,57005,57
CRS3035RES1000mN2899000E4039000,Metz-1,57011,57
CRS3035RES1000mN2899000E4040000,Sillon Mosellan,57024,57
CRS3035RES1000mN2899000E4041000,Metz-1,57011,57
CRS3035RES1000mN2899000E4044000,Pays Messin,57016,57
CRS3035RES1000mN2899000E4045000,Pays Messin,57016,57
CRS3035RES1000mN2899000E4048000,Pays Messin,57016,57
CRS3035RES1000mN2899000E4049000,Pays Messin,57016,57
CRS3035RES1000mN2899000E4059000,Boulay-Moselle,57003,57
CRS3035RES1000mN2899000E4064000,Boulay-Moselle,57003,57
CRS3035RES1000mN2899000E4066000,Boulay-Moselle,57003,57
CRS3035RES1000mN2899000E4071000,Boulay-Moselle,57003,57
CRS3035RES1000mN2899000E4076000,Saint-Avold,57019,57
CRS3035RES1000mN2899000E4077000,Saint-Avold,57019,57
CRS3035RES1000mN2899000E4082000,Saint-Avold,57019,57
CRS3035RES1000mN2899000E4083000,Saint-Avold,57019,57
CRS3035RES1000mN2899000E4084000,Saint-Avold,57019,57
CRS3035RES1000mN2899000E4085000,Saint-Avold,57019,57
CRS3035RES1000mN2899000E4096000,Stiring-Wendel,57025,57
CRS3035RES1000mN2899000E4097000,Stiring-Wendel,57025,57
CRS3035RES1000mN2899000E4098000,Stiring-Wendel,57025,57
CRS3035RES1000mN2899000E4099000,Stiring-Wendel,57025,57
CRS3035RES1000mN2899000E4133000,Bitche,57002,57
CRS3035RES1000mN2899000E4134000,,,na
CRS3035RES1000mN2900000E3246000,Crozon,29009,29
CRS3035RES1000mN2900000E3247000,Crozon,29009,29
CRS3035RES1000mN2900000E3252000,Crozon,29009,29
CRS3035RES1000mN2900000E3253000,Crozon,29009,29
CRS3035RES1000mN2900000E3270000,,,na
CRS3035RES1000mN2900000E3271000,Pont-de-Buis-lès-Quimerch,29021,29
CRS3035RES1000mN2900000E3332000,Callac,22003,22
CRS3035RES1000mN2900000E3333000,Callac,22003,22
CRS3035RES1000mN2900000E3374000,Ploufragan,22021,22
CRS3035RES1000mN2900000E3375000,Ploufragan,22021,22
CRS3035RES1000mN2900000E3376000,Ploufragan,22021,22
CRS3035RES1000mN2900000E3377000,Ploufragan,22021,22
CRS3035RES1000mN2900000E3378000,Ploufragan,22021,22
CRS3035RES1000mN2900000E3379000,Ploufragan,22021,22
